"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.03346 0.0835 0.0835
0.03356 0.0692 0.0692
0.03366 0.0585 0.0585
0.03376 0.0591 0.0591
0.03386 0.0495 0.0495
0.03396 0.0650 0.0650
0.03406 0.0782 0.0782
0.03416 0.0764 0.0764
0.03426 0.0901 0.0901
0.03436 0.0865 0.0865
0.03446 0.0603 0.0603
0.03456 0.0525 0.0525
0.03466 0.0776 0.0776
0.03476 0.0740 0.0740
0.03486 0.0776 0.0776
0.03496 0.0734 0.0734
0.03506 0.0788 0.0788
0.03516 0.0841 0.0841
0.03526 0.0835 0.0835
0.03536 0.0919 0.0919
0.03546 0.0728 0.0728
0.03556 0.0662 0.0662
0.03566 0.0692 0.0692
0.03576 0.0662 0.0662
0.03586 0.0597 0.0597
0.03596 0.0633 0.0633
0.03606 0.0800 0.0800
0.03616 0.0985 0.0985
0.03626 0.0979 0.0979
0.03636 0.0985 0.0985
0.03646 0.0973 0.0973
0.03656 0.0931 0.0931
0.03666 0.0925 0.0925
0.03676 0.0782 0.0782
0.03686 0.0859 0.0859
0.03696 0.0818 0.0818
0.03706 0.0758 0.0758
0.03716 0.0788 0.0788
0.03726 0.0752 0.0752
0.03736 0.0841 0.0841
0.03746 0.0812 0.0812
0.03756 0.0835 0.0835
0.03766 0.0579 0.0579
0.03776 0.0847 0.0847
0.03786 0.0835 0.0835
0.03796 0.0823 0.0823
0.03806 0.0674 0.0674
0.03816 0.0991 0.0991
0.03826 0.1074 0.1074
0.03836 0.1068 0.1068
0.03846 0.0955 0.0955
0.03856 0.0931 0.0931
0.03866 0.0895 0.0895
0.03876 0.1092 0.1092
0.03886 0.1074 0.1074
0.03896 0.1086 0.1086
0.03906 0.1032 0.1032
0.03916 0.0865 0.0865
0.03926 0.0949 0.0949
0.03936 0.1002 0.1002
0.03946 0.0991 0.0991
0.03956 0.1008 0.1008
0.03966 0.0991 0.0991
0.03975 0.1002 0.1002
0.03985 0.0979 0.0979
0.03995 0.0949 0.0949
0.04005 0.0615 0.0615
0.04015 0.0871 0.0871
0.04025 0.0788 0.0788
0.04035 0.0865 0.0865
0.04045 0.0973 0.0973
0.04055 0.0961 0.0961
0.04065 0.0847 0.0847
0.04075 0.0823 0.0823
0.04085 0.0931 0.0931
0.04095 0.0907 0.0907
0.04105 0.0961 0.0961
0.04115 0.0985 0.0985
0.04125 0.0913 0.0913
0.04135 0.0877 0.0877
0.04145 0.0991 0.0991
0.04155 0.1122 0.1122
0.04165 0.1134 0.1134
0.04175 0.1098 0.1098
0.04185 0.1044 0.1044
0.04195 0.1074 0.1074
0.04205 0.1074 0.1074
0.04215 0.1092 0.1092
0.04225 0.1086 0.1086
0.04235 0.1086 0.1086
0.04245 0.1080 0.1080
0.04255 0.0841 0.0841
0.04265 0.0674 0.0674
0.04275 0.0668 0.0668
0.04285 0.0674 0.0674
0.04295 0.0913 0.0913
0.04305 0.0979 0.0979
0.04315 0.1002 0.1002
0.04325 0.1014 0.1014
0.04335 0.0967 0.0967
0.04345 0.0865 0.0865
0.04355 0.1014 0.1014
0.04365 0.1068 0.1068
0.04375 0.1211 0.1211
0.04385 0.1193 0.1193
0.04395 0.1014 0.1014
0.04405 0.1176 0.1176
0.04415 0.1074 0.1074
0.04425 0.1026 0.1026
0.04435 0.0985 0.0985
0.04445 0.1044 0.1044
0.04455 0.1146 0.1146
0.04465 0.1062 0.1062
0.04475 0.1032 0.1032
0.04485 0.0991 0.0991
0.04495 0.1193 0.1193
0.04505 0.1223 0.1223
0.04515 0.1229 0.1229
0.04525 0.1217 0.1217
0.04535 0.1241 0.1241
0.04545 0.1217 0.1217
0.04555 0.1223 0.1223
0.04565 0.1229 0.1229
0.04575 0.1229 0.1229
0.04585 0.1211 0.1211
0.04595 0.1205 0.1205
0.04605 0.1229 0.1229
0.04615 0.1235 0.1235
0.04625 0.1229 0.1229
0.04635 0.1229 0.1229
0.04645 0.1223 0.1223
0.04655 0.1223 0.1223
0.04665 0.1211 0.1211
0.04675 0.1241 0.1241
0.04685 0.1217 0.1217
0.04695 0.1235 0.1235
0.04705 0.1223 0.1223
0.04715 0.1241 0.1241
0.04725 0.1229 0.1229
0.04735 0.1223 0.1223
0.04745 0.1217 0.1217
0.04755 0.1235 0.1235
0.04765 0.1205 0.1205
0.04775 0.1229 0.1229
0.04785 0.1223 0.1223
0.04795 0.1235 0.1235
0.04805 0.1235 0.1235
0.04815 0.1187 0.1187
0.04825 0.1092 0.1092
0.04835 0.1158 0.1158
0.04845 0.1092 0.1092
0.04854 0.1032 0.1032
0.04864 0.1253 0.1253
0.04874 0.1110 0.1110
0.04884 0.1020 0.1020
0.04894 0.1176 0.1176
0.04904 0.1116 0.1116
0.04914 0.1014 0.1014
0.04924 0.0847 0.0847
0.04934 0.1050 0.1050
0.04944 0.1158 0.1158
0.04954 0.1253 0.1253
0.04964 0.1122 0.1122
0.04974 0.1104 0.1104
0.04984 0.1116 0.1116
0.04994 0.1217 0.1217
0.05004 0.1134 0.1134
0.05014 0.1313 0.1313
0.05024 0.1331 0.1331
0.05034 0.1325 0.1325
0.05044 0.1325 0.1325
0.05054 0.1313 0.1313
0.05064 0.1325 0.1325
0.05074 0.1307 0.1307
0.05084 0.1319 0.1319
0.05094 0.1319 0.1319
0.05104 0.1325 0.1325
0.05114 0.1271 0.1271
0.05124 0.1325 0.1325
0.05134 0.1301 0.1301
0.05144 0.1307 0.1307
0.05154 0.1152 0.1152
0.05164 0.0895 0.0895
0.05174 0.0710 0.0710
0.05184 0.0477 0.0477
0.05194 0.0698 0.0698
0.05204 0.0979 0.0979
0.05214 0.1074 0.1074
0.05224 0.1110 0.1110
0.05234 0.1158 0.1158
0.05244 0.1158 0.1158
0.05254 0.1140 0.1140
0.05264 0.1134 0.1134
0.05274 0.1170 0.1170
0.05284 0.1116 0.1116
0.05294 0.1122 0.1122
0.05304 0.1170 0.1170
0.05314 0.1349 0.1349
0.05324 0.1295 0.1295
0.05334 0.1235 0.1235
0.05344 0.1408 0.1408
0.05354 0.1408 0.1408
0.05364 0.1414 0.1414
0.05374 0.1408 0.1408
0.05384 0.1408 0.1408
0.05394 0.1128 0.1128
0.05404 0.1247 0.1247
0.05414 0.1402 0.1402
0.05424 0.1426 0.1426
0.05434 0.1426 0.1426
0.05444 0.1414 0.1414
0.05454 0.1408 0.1408
0.05464 0.1337 0.1337
0.05474 0.0686 0.0686
0.05484 0.0644 0.0644
0.05494 0.1074 0.1074
0.05504 0.0638 0.0638
0.05514 0.1134 0.1134
0.05524 0.1217 0.1217
0.05534 0.1211 0.1211
0.05544 0.0991 0.0991
0.05554 0.0627 0.0627
0.05564 0.0967 0.0967
0.05574 0.1217 0.1217
0.05584 0.1205 0.1205
0.05594 0.1074 0.1074
0.05604 0.0841 0.0841
0.05614 0.1116 0.1116
0.05624 0.1176 0.1176
0.05634 0.0889 0.0889
0.05644 0.0704 0.0704
0.05654 0.1402 0.1402
0.05664 0.1510 0.1510
0.05674 0.1528 0.1528
0.05684 0.1504 0.1504
0.05694 0.1522 0.1522
0.05704 0.1510 0.1510
0.05714 0.1510 0.1510
0.05724 0.1378 0.1378
0.05734 0.1462 0.1462
0.05743 0.1510 0.1510
0.05753 0.1307 0.1307
0.05763 0.1229 0.1229
0.05773 0.1331 0.1331
0.05783 0.1313 0.1313
0.05793 0.1331 0.1331
0.05803 0.1301 0.1301
0.05813 0.1211 0.1211
0.05823 0.1223 0.1223
0.05833 0.1044 0.1044
0.05843 0.1307 0.1307
0.05853 0.1259 0.1259
0.05863 0.1295 0.1295
0.05873 0.1140 0.1140
0.05883 0.0716 0.0716
0.05893 0.0728 0.0728
0.05903 0.0638 0.0638
0.05913 0.0585 0.0585
0.05923 0.0609 0.0609
0.05933 0.1104 0.1104
0.05943 0.0961 0.0961
0.05953 0.1259 0.1259
0.05963 0.1038 0.1038
0.05973 0.1193 0.1193
0.05983 0.1349 0.1349
0.05993 0.1295 0.1295
0.06003 0.1420 0.1420
0.06013 0.0955 0.0955
0.06023 0.1158 0.1158
0.06033 0.1134 0.1134
0.06043 0.1199 0.1199
0.06053 0.1193 0.1193
0.06063 0.1205 0.1205
0.06073 0.1128 0.1128
0.06083 0.1193 0.1193
0.06093 0.1283 0.1283
0.06103 0.1325 0.1325
0.06113 0.0895 0.0895
0.06123 0.1438 0.1438
0.06133 0.1277 0.1277
0.06143 0.1146 0.1146
0.06153 0.1319 0.1319
0.06163 0.1235 0.1235
0.06173 0.1337 0.1337
0.06183 0.1235 0.1235
0.06193 0.0979 0.0979
0.06203 0.1199 0.1199
0.06213 0.1444 0.1444
0.06223 0.1396 0.1396
0.06233 0.1444 0.1444
0.06243 0.1414 0.1414
0.06253 0.1402 0.1402
0.06263 0.1355 0.1355
0.06273 0.1432 0.1432
0.06283 0.1313 0.1313
0.06293 0.1187 0.1187
0.06303 0.1193 0.1193
0.06313 0.1337 0.1337
0.06323 0.1235 0.1235
0.06333 0.1140 0.1140
0.06343 0.1289 0.1289
0.06353 0.1438 0.1438
0.06363 0.1402 0.1402
0.06373 0.1426 0.1426
0.06383 0.1462 0.1462
0.06393 0.1456 0.1456
0.06403 0.1360 0.1360
0.06413 0.1456 0.1456
0.06423 0.1301 0.1301
0.06433 0.1360 0.1360
0.06443 0.1355 0.1355
0.06453 0.1277 0.1277
0.06463 0.1498 0.1498
0.06473 0.1014 0.1014
0.06483 0.1372 0.1372
0.06493 0.1432 0.1432
0.06503 0.1325 0.1325
0.06513 0.1390 0.1390
0.06523 0.1522 0.1522
0.06533 0.1032 0.1032
0.06543 0.1056 0.1056
0.06553 0.1295 0.1295
0.06563 0.1050 0.1050
0.06573 0.1205 0.1205
0.06583 0.1671 0.1671
0.06593 0.1402 0.1402
0.06603 0.1402 0.1402
0.06613 0.1474 0.1474
0.06622 0.1504 0.1504
0.06632 0.1325 0.1325
0.06642 0.1647 0.1647
0.06652 0.1647 0.1647
0.06662 0.1575 0.1575
0.06672 0.1563 0.1563
0.06682 0.1552 0.1552
0.06692 0.1539 0.1539
0.06702 0.1492 0.1492
0.06712 0.0937 0.0937
0.06722 0.1020 0.1020
0.06732 0.1134 0.1134
0.06742 0.1456 0.1456
0.06752 0.1414 0.1414
0.06762 0.1176 0.1176
0.06772 0.1581 0.1581
0.06782 0.1522 0.1522
0.06792 0.1199 0.1199
0.06802 0.1402 0.1402
0.06812 0.1534 0.1534
0.06822 0.1832 0.1832
0.06832 0.1915 0.1915
0.06842 0.1277 0.1277
0.06852 0.1438 0.1438
0.06862 0.1629 0.1629
0.06872 0.1647 0.1647
0.06882 0.1635 0.1635
0.06892 0.1426 0.1426
0.06902 0.1360 0.1360
0.06912 0.1319 0.1319
0.06922 0.1462 0.1462
0.06932 0.1551 0.1551
0.06942 0.1378 0.1378
0.06952 0.1134 0.1134
0.06962 0.1265 0.1265
0.06972 0.1253 0.1253
0.06982 0.1414 0.1414
0.06992 0.1498 0.1498
0.07002 0.1611 0.1611
0.07012 0.1402 0.1402
0.07022 0.1307 0.1307
0.07032 0.2017 0.2017
0.07042 0.1844 0.1844
0.07052 0.1778 0.1778
0.07062 0.1713 0.1713
0.07072 0.1748 0.1748
0.07082 0.1695 0.1695
0.07092 0.1707 0.1707
0.07102 0.1695 0.1695
0.07112 0.1754 0.1754
0.07122 0.1724 0.1724
0.07132 0.1647 0.1647
0.07142 0.1653 0.1653
0.07152 0.1253 0.1253
0.07162 0.1283 0.1283
0.07172 0.1217 0.1217
0.07182 0.1223 0.1223
0.07192 0.1032 0.1032
0.07202 0.1438 0.1438
0.07212 0.1492 0.1492
0.07222 0.1581 0.1581
0.07232 0.1569 0.1569
0.07242 0.1551 0.1551
0.07252 0.1426 0.1426
0.07262 0.1629 0.1629
0.07272 0.1480 0.1480
0.07282 0.1539 0.1539
0.07292 0.1540 0.1540
0.07302 0.1319 0.1319
0.07312 0.1551 0.1551
0.07322 0.1349 0.1349
0.07332 0.1868 0.1868
0.07342 0.2005 0.2005
0.07352 0.1534 0.1534
0.07362 0.1378 0.1378
0.07372 0.1545 0.1545
0.07382 0.1784 0.1784
0.07392 0.1981 0.1981
0.07402 0.1874 0.1874
0.07412 0.1862 0.1862
0.07422 0.1563 0.1563
0.07432 0.1504 0.1504
0.07442 0.1516 0.1516
0.07452 0.1545 0.1545
0.07462 0.1426 0.1426
0.07472 0.1629 0.1629
0.07482 0.1605 0.1605
0.07492 0.1796 0.1796
0.07501 0.1617 0.1617
0.07511 0.1772 0.1772
0.07521 0.1647 0.1647
0.07531 0.1760 0.1760
0.07541 0.1832 0.1832
0.07551 0.1713 0.1713
0.07561 0.1474 0.1474
0.07571 0.1677 0.1677
0.07581 0.1856 0.1856
0.07591 0.1563 0.1563
0.07601 0.1474 0.1474
0.07611 0.1557 0.1557
0.07621 0.1671 0.1671
0.07631 0.1581 0.1581
0.07641 0.1528 0.1528
0.07651 0.1665 0.1665
0.07661 0.1647 0.1647
0.07671 0.1581 0.1581
0.07681 0.1539 0.1539
0.07691 0.1826 0.1826
0.07701 0.1444 0.1444
0.07711 0.1545 0.1545
0.07721 0.1892 0.1892
0.07731 0.1629 0.1629
0.07741 0.1880 0.1880
0.07751 0.1754 0.1754
0.07761 0.1796 0.1796
0.07771 0.1796 0.1796
0.07781 0.1724 0.1724
0.07791 0.1850 0.1850
0.07801 0.1695 0.1695
0.07811 0.1528 0.1528
0.07821 0.1772 0.1772
0.07831 0.1677 0.1677
0.07841 0.1677 0.1677
0.07851 0.1832 0.1832
0.07861 0.1760 0.1760
0.07871 0.1683 0.1683
0.07881 0.1784 0.1784
0.07891 0.1355 0.1355
0.07901 0.1092 0.1092
0.07911 0.1325 0.1325
0.07921 0.0829 0.0829
0.07931 0.0967 0.0967
0.07941 0.1480 0.1480
0.07951 0.1432 0.1432
0.07961 0.1569 0.1569
0.07971 0.1754 0.1754
0.07981 0.1486 0.1486
0.07991 0.1790 0.1790
0.08001 0.1635 0.1635
0.08011 0.0883 0.0883
0.08021 0.1056 0.1056
0.08031 0.1880 0.1880
0.08041 0.1038 0.1038
0.08051 0.0949 0.0949
0.08061 0.1647 0.1647
0.08071 0.1605 0.1605
0.08081 0.1713 0.1713
0.08091 0.1802 0.1802
0.08101 0.1647 0.1647
0.08111 0.1784 0.1784
0.08121 0.2166 0.2166
0.08131 0.1384 0.1384
0.08141 0.1426 0.1426
0.08151 0.1916 0.1916
0.08161 0.2082 0.2082
0.08171 0.1528 0.1528
0.08181 0.1014 0.1014
0.08191 0.0931 0.0931
0.08201 0.0764 0.0764
0.08211 0.0823 0.0823
0.08221 0.0973 0.0973
0.08231 0.1504 0.1504
0.08241 0.1892 0.1892
0.08251 0.1707 0.1707
0.08261 0.1432 0.1432
0.08271 0.1331 0.1331
0.08281 0.1790 0.1790
0.08291 0.1701 0.1701
0.08301 0.1116 0.1116
0.08311 0.1211 0.1211
0.08321 0.1378 0.1378
0.08331 0.1331 0.1331
0.08341 0.1176 0.1176
0.08351 0.1128 0.1128
0.08361 0.1080 0.1080
0.08371 0.0919 0.0919
0.08381 0.0937 0.0937
0.08390 0.0871 0.0871
0.08400 0.0961 0.0961
0.08410 0.0919 0.0919
0.08420 0.1152 0.1152
0.08430 0.1253 0.1253
0.08440 0.0913 0.0913
0.08450 0.0859 0.0859
0.08460 0.0889 0.0889
0.08470 0.1020 0.1020
0.08480 0.1098 0.1098
0.08490 0.0961 0.0961
0.08500 0.1182 0.1182
0.08510 0.1008 0.1008
0.08520 0.1181 0.1181
0.08530 0.1068 0.1068
0.08540 0.1462 0.1462
0.08550 0.1098 0.1098
0.08560 0.1134 0.1134
0.08570 0.0925 0.0925
0.08580 0.1086 0.1086
0.08590 0.1187 0.1187
0.08600 0.1199 0.1199
0.08610 0.0937 0.0937
0.08620 0.1874 0.1874
0.08630 0.1939 0.1939
0.08640 0.1325 0.1325
0.08650 0.0949 0.0949
0.08660 0.0985 0.0985
0.08670 0.1164 0.1164
0.08680 0.1086 0.1086
0.08690 0.1217 0.1217
0.08700 0.0955 0.0955
0.08710 0.0889 0.0889
0.08720 0.1283 0.1283
0.08730 0.1695 0.1695
0.08740 0.1307 0.1307
0.08750 0.1426 0.1426
0.08760 0.1355 0.1355
0.08770 0.1647 0.1647
0.08780 0.1671 0.1671
0.08790 0.1689 0.1689
0.08800 0.1056 0.1056
0.08810 0.1140 0.1140
0.08820 0.1086 0.1086
0.08830 0.1205 0.1205
0.08840 0.1874 0.1874
0.08850 0.1301 0.1301
0.08860 0.1152 0.1152
0.08870 0.1181 0.1181
0.08880 0.2059 0.2059
0.08890 0.2208 0.2208
0.08900 0.1868 0.1868
0.08910 0.1999 0.1999
0.08920 0.2429 0.2429
0.08930 0.2477 0.2477
0.08940 0.1909 0.1909
0.08950 0.1378 0.1378
0.08960 0.1343 0.1343
0.08970 0.0967 0.0967
0.08980 0.1134 0.1134
0.08990 0.1808 0.1808
0.09000 0.1444 0.1444
0.09010 0.1414 0.1414
0.09020 0.1402 0.1402
0.09030 0.1271 0.1271
0.09040 0.1074 0.1074
0.09050 0.1032 0.1032
0.09060 0.1187 0.1187
0.09070 0.1617 0.1617
0.09080 0.1229 0.1229
0.09090 0.1199 0.1199
0.09100 0.1289 0.1289
0.09110 0.1504 0.1504
0.09120 0.1301 0.1301
0.09130 0.1176 0.1176
0.09140 0.1361 0.1361
0.09150 0.1903 0.1903
0.09160 0.1217 0.1217
0.09170 0.1438 0.1438
0.09180 0.1569 0.1569
0.09190 0.1510 0.1510
0.09200 0.1134 0.1134
0.09210 0.1152 0.1152
0.09220 0.1844 0.1844
0.09230 0.1426 0.1426
0.09240 0.1838 0.1838
0.09250 0.1563 0.1563
0.09260 0.1414 0.1414
0.09269 0.1355 0.1355
